"District","District Name","Vote Date","Total Amount","Type","Yes","No","Result","Brief Description","capital_ref","op_ref"
"5474","Spooner",2007-04-03,"3.4e+07","Issue Debt",1914,1340,"Passed","construct/equip a new high school next to elementary school; tear down existing high school; renovate middle school",1,NA
"5474","Spooner",2007-04-03,"6400000","NR - 2007",1908,1383,"Passed","non-recurring purposes",NA,NA
"5474","Spooner",2011-02-15,"9400000","NR - 2011",744,1778,"Failed","non recurring purposes",NA,NA
"5474","Spooner",2020-04-07,"1.6e+07","Issue Debt",1795,1342,"Passed","District wide infrastructure, safety and security and ADA improvements. Academic and cafetorium additions at SES, demolition of the small MS gym and acquisition of related furnishings, fixtures and equipment.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5474","Spooner",2023-04-04,"5850000","NR - 2023",1937,1873,"Passed","non recurring purposes",NA,NA
"5586","Spring Valley",1994-05-03,"5490000","Issue Debt",562,753,"Failed","new K-5",1,NA
"5586","Spring Valley",1996-10-22,"182500","Issue Debt",566,423,"Passed","buy land for school site",1,NA
"5586","Spring Valley",1996-10-22,"7825000","Issue Debt",619,374,"Passed","new grade 7-12 bldg, remodel high school",1,NA
"5586","Spring Valley",2002-04-02,"890000","Issue Debt",368,555,"Failed","major maintenance projects",NA,NA
"5586","Spring Valley",2002-04-02,"1e+05","RR - 2002",270,551,"Failed","maintenance and trasportation costs",NA,NA
"5586","Spring Valley",2002-04-02,"2435000","Issue Debt",166,757,"Failed","construction and equipping of athletic field complex and improvements at MS/HS",1,NA
"5586","Spring Valley",2016-04-05,"3200000","NR - 2016",863,541,"Passed","REFERENDUM AUTHORIZING THE SCHOOL DISTRICT BUDGET TO EXCEED REVENUE LIMITS BY $800,000 FOR FOUR YEARS FOR NON-RECURRING PURPOSES",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5586","Spring Valley",2019-04-02,"22800000","Issue Debt",723,528,"Passed","REFERENDUM AUTHORIZING GENERAL OBLIGATION BONDS IN AN AMOUNT NOT TO EXCEED $22,800,000 FOR A NEW ELEMENTARY SCHOOL.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5586","Spring Valley",2023-04-04,"1500000","NR - 2023",772,781,"Failed","REFERENDUM AUTHORIZING THE SCHOOL DISTRICT BUDGET TO EXCEED REVENUE LIMIT BY $500,000 PER YEAR FOR THREE YEARS FOR NON-RECURRING PURPOSES",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5586","Spring Valley",2023-04-04,"7100000","Issue Debt",637,901,"Failed","REFERENDUM AUTHORIZING THE ISSUANCE OF GENERAL OBLIGATION BONDS IN AN AMOUNT NOT TO EXCEED $7,100,000",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5593","Stanley-Boyd Area",1998-04-07,"2500000","Issue Debt",963,443,"Passed","swimming pool at high school",1,NA
"5593","Stanley-Boyd Area",1998-04-07,"1500000","Issue Debt",1017,383,"Passed","instructional media center at high school",1,NA
"5607","Stevens Point Area",1997-09-09,"2180000","Issue Debt",3772,9425,"Failed","build alternative high school facility",NA,NA
"5607","Stevens Point Area",1997-09-09,"2643855","RR",3827,9803,"Failed","exceed revenue limit re operating new facilities",1,1
"5607","Stevens Point Area",1997-09-09,"143635","RR",3927,9355,"Failed","exceed revenue limit re operating alternative facilities",1,1
"5607","Stevens Point Area",1997-09-09,"29150000","Issue Debt",4015,9734,"Failed","new high school facility",1,NA
"5607","Stevens Point Area",1997-09-09,"73760","RR",4729,8716,"Failed","exceed revenue limit re operating upgraded facilities",1,1
"5607","Stevens Point Area",1997-09-09,"6340000","Issue Debt",5083,8516,"Failed","remodel existing high school facility",1,NA
"5607","Stevens Point Area",1998-04-07,"47000","RR",3362,2975,"Passed","exceed revenue limit for operation of h.s. add'n, recurring",NA,NA
"5607","Stevens Point Area",1998-04-07,"965000","Issue Debt",3734,2689,"Passed","addition to senior high school",NA,NA
"5607","Stevens Point Area",2000-05-16,"45975000","Issue Debt",5570,6121,"Failed","adding to, remodeling, improving and equipping elementary/secondary schools",1,NA
"5607","Stevens Point Area",2000-05-16,"1150000","RR - 2000",5425,6217,"Failed","upgrade/maintain facilities ($400,000); maintenance and custodial staff, operational costs of building additions ($750,000)",1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5607","Stevens Point Area",2000-05-16,"1350000","NR",5759,5877,"Failed","maintain current academic programs, acquire technology, purchase textbooks",1,NA
"5607","Stevens Point Area",2000-09-12,"2700000","NR",7655,3345,"Passed",NA,NA,NA
"5607","Stevens Point Area",2001-11-06,"2400000","NR",5937,3280,"Passed","maintain various existing programs and staffing levels",1,NA
"5607","Stevens Point Area",2002-04-02,"16500000","Issue Debt",4902,3340,"Passed","mechanical and maintenance needs",NA,NA
"5607","Stevens Point Area",2002-04-02,"6900000","Issue Debt",3603,4634,"Failed","remodel/improve/equip schools",1,NA
"5607","Stevens Point Area",1993-04-06,"7600000","Issue Debt",4539,6698,"Failed",NA,NA,NA
"5607","Stevens Point Area",1994-12-06,"2e+06","Issue Debt",3241,6732,"Failed","new bus and transportation facilities",1,NA
"5607","Stevens Point Area",1994-12-06,"24313000","Issue Debt",3313,6708,"Failed","new hs & land purchace",1,NA
"5607","Stevens Point Area",1994-12-06,"13052000","Issue Debt",6586,3452,"Passed","various district wide improvements",1,NA
"5607","Stevens Point Area",1999-11-02,"5.4e+07","Issue Debt",4814,5158,"Failed","construct, add to, remodel, improve, & equip e.& s.s.",1,NA
"5607","Stevens Point Area",1999-11-02,"2970000","RR - 2001",4798,5139,"Failed","maintain academic program, upgrade facilities, other cost",1,NA
"5607","Stevens Point Area",2005-05-03,"3488310","NR - 2005",7896,3725,"Passed","non-recurring purposes",NA,NA
"5607","Stevens Point Area",2006-11-07,"26400000","NR - 2007",12117,10327,"Passed","Maintain general operations",1,NA
"5607","Stevens Point Area",2009-11-03,"23100000","NR - 2010",4620,5469,"Failed","non recurring purposes",NA,NA
"5607","Stevens Point Area",2010-04-06,"7100000","NR - 2010",6994,7181,"Failed","Maintain General Operations",1,NA
"5607","Stevens Point Area",2018-11-06,"3500000","RR - 2018",18087,9142,"Passed","Maintain General Operations",1,NA
"5607","Stevens Point Area",2018-11-06,"75900000","Issue Debt",18436,8551,"Passed","Remodel/improve/equip schools",1,NA
"5614","Stockbridge",1992-06-23,"3525000","Issue Debt",396,513,"Failed",NA,NA,NA
"5614","Stockbridge",1995-04-04,"350000","Issue Debt",336,180,"Passed","demo of 1912 section, add 4 clsrms & restrooms",1,NA
"5614","Stockbridge",1998-02-17,"1500000","Issue Debt",230,142,"Passed","gymnasium, classroom addition & other improvements",1,NA
"5614","Stockbridge",2001-04-03,"450000","NR",228,285,"Failed","maintain educational programs",1,NA
"5614","Stockbridge",2001-11-06,"450000","NR",234,327,"Failed","structural repairs, replace school van, maintain/upgrade existing educational programs of district",1,NA
"5614","Stockbridge",2008-04-01,"6e+05","NR - 2008",343,274,"Passed","To exceed the revenue limit on a non-recurring basis in the amount of $200,000 each year for 3 years",NA,NA
"5614","Stockbridge",2008-04-01,"272000","Issue Debt",333,265,"Passed","Initial resolution authorizing the Stockbridge School District to issue general obligation bonds in a principal amount not to exceed $272,000",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5614","Stockbridge",2011-02-15,"6e+05","NR - 2011",289,164,"Passed","Resolution authorizing the School District of Stockbridge to exceed the Revenue Limit by $200,000 Annually for the School years 2011-12, 2012-13, 2013-14",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5614","Stockbridge",2014-02-18,"6e+05","NR - 2014",272,128,"Passed","To continue to Exceed the Revenue Cap on a non-recurring basis for the purpose of the operational needs of the school district as determined by the school board.",NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5614","Stockbridge",2017-02-21,"250000","RR - 2017",227,89,"Passed","Resolution authorizing the School District of Stockbridge to exceed the Revenue Limit by $250,000 on a recurring basis beginning with the 2017-2018 school year.",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3542","Stone Bank School District",2004-04-06,"572000","NR - 2004",298,382,"Failed","nonrecurring purposes",NA,NA
"3542","Stone Bank School District",1995-04-04,"4785000","Issue Debt",444,358,"Passed","new K-8",1,NA
"3542","Stone Bank School District",2014-11-04,"2500000","Issue Debt",1140,456,"Passed","paying the cost of capital improvement projects at the District building and grounds, including safety and security upgrades, roof, window, flooring and HVAC replacement, lighting and parking lot improvements, library and classroom remodeling and repurposing, technology and STEM related upgrades, restroom and water system improvements, playground equipment and bleacher repairs; and acquiring furnishings, fixtures and equipment.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5621","Stoughton Area",1994-02-15,"11525000","Issue Debt",1074,1874,"Failed","new MS",1,NA
"5621","Stoughton Area",1994-02-15,"645000","Issue Debt",1388,1571,"Failed","land purchase",NA,NA
"5621","Stoughton Area",1994-11-08,"305000","Issue Debt",3508,2013,"Passed","19 acre land purchase",1,NA
"5621","Stoughton Area",1996-02-06,"7630000","Issue Debt",2063,1928,"Passed","Q3: add & renov at hs",1,NA
"5621","Stoughton Area",1996-02-06,"14196000","Issue Debt",2187,1818,"Passed","Q2: 2 new elem",1,NA
"5621","Stoughton Area",1996-02-06,"3819000","Issue Debt",3160,848,"Passed","Q1: elem add & renov",1,NA
"5621","Stoughton Area",1999-04-06,"19250","RR",1856,1462,"Passed","exceed rev caps, 99-00, recurring for operating costs",NA,1
"5621","Stoughton Area",1999-04-06,"335000","Issue Debt",2110,1294,"Passed","renovate old administration bldg; buy equipment",1,NA
"5621","Stoughton Area",2001-04-03,"2500000","Issue Debt",2140,1481,"Passed","upgrade and maintain school facilities including replacing boilers and acquire and install related equipment",1,NA
"5621","Stoughton Area",2002-11-05,"4500000","Issue Debt",4085,3266,"Passed","construct/equip new swimming pool facility",1,NA
"5621","Stoughton Area",2005-02-15,"11180000","NR - 2005",1863,3368,"Failed","Providing for the operational needs of the school district",NA,1
"5621","Stoughton Area",2010-04-06,"7250000","Issue Debt",3866,2117,"Passed","For maintaining and improving school buildings",1,NA
"5621","Stoughton Area",2010-04-06,"8439000","NR - 2010",3372,2645,"Passed","To Exceed Revenue Limit for Operational Purposes",NA,1
"5621","Stoughton Area",2014-04-01,"7050000","RR - 2014",3801,2227,"Passed","To exceed the revenue limit for operational needs.",NA,1
"5621","Stoughton Area",2022-11-08,"36300000","Issue Debt",7441,3865,"Passed","School facility improvement project for safety, security, energy efficiency, capital maintenance, site improvements, remodeling, and removal of old structures and construction of a new maintenance facility.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5621","Stoughton Area",2022-11-08,"11700000","Issue Debt",7060,4222,"Passed","Construction of a gymnasium addition at River Bluff Middle School and removal of Community Gym building.",1,NA
"5628","Stratford",1993-02-16,"1693000","Issue Debt",638,153,"Passed",NA,NA,NA
"5628","Stratford",1996-09-10,"2820000","Issue Debt",2105,1893,"Passed","add classrooms. remodeling and renovate ath. fields",1,NA
"5628","Stratford",2000-04-04,"750000","NR",215,321,"Failed","operation & maintenance costs",NA,NA
"5628","Stratford",2000-12-19,"1900000","Issue Debt",318,461,"Failed","school building and improvement program including construct and equip gymnasium and exercise facility, coaching offices, shower facilities and greenhouse at HS",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5628","Stratford",2009-05-19,"3700000","Issue Debt",772,296,"Passed","Paying the cost of constructing an 8 classroom addition to the middle school wing of the 6-12 building; remodeling and improvement projects in all district schools; and acquiring equipment, furnishings and fixtures",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5628","Stratford",2016-04-05,"15995000","Issue Debt",1239,955,"Passed","School improvement program at the High School and Elementary School consisting of renovations, remodeling, infrastructure and capital maintenance improvements, a classroom addition, technology and security upgrades, asbestos abatement and site improvements; and acquiring furnishings, fixtures and equipment.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5628","Stratford",2016-04-05,"7995000","Issue Debt",883,1280,"Failed","Construct and equip an auditorium, gymnasium, lobby and restrooms.",1,NA
"5628","Stratford",2022-04-05,"1200000","RR - 2022",362,550,"Failed","exceed the revenue limit by $400,000 for the 2022-2023 school year; by an additional $400,000 (for a total of $800,000) for the 2023-2024 school year; and by an additional $400,000 (for a total of $1,200,000) for the 2024-2025 school year and thereafter, for recurring purposes consisting of operational
expenses",NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5628","Stratford",2022-11-08,"2935000","NR - 2022",1099,1307,"Failed","exceed the revenue limit specified, by $190,000 for the 2022-2023 school year, by $480,000 for the 2023-2024 school year, by $875,000 for the 2024-2025 school year, and by $1,390,000 for the 2025-2026 school year, for non-recurring purposes consisting of operational expenses",NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5628","Stratford",2023-04-04,"990000","RR - 2023",1079,887,"Passed","Exceed revenue limit by $990,000 beginning with the 2023-24 school year, for recurring purposes consisting of sustaining educational programming and operational expenses.",NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5642","Sturgeon Bay",1994-09-13,"2300000","Issue Debt",629,1076,"Failed","classroom add-elem",1,NA
"5642","Sturgeon Bay",1995-02-21,"3975000","Issue Debt",918,803,"Passed","elem add",NA,NA
"5642","Sturgeon Bay",1998-04-07,"8e+05","RR",1333,1740,"Failed","exceed revenue limits, recurring, 1998-99",NA,NA
"5642","Sturgeon Bay",1999-02-16,"850000","NR",1157,1268,"Failed","exceed revenue limit, 3 years, nonrecurring",NA,NA
"5642","Sturgeon Bay",1999-04-06,"650000","NR",1422,1622,"Failed","exceed rev cap, nonrecurring; 99-00, 00-01 & 01-02",NA,NA
"5642","Sturgeon Bay",2000-11-07,"1900000","Issue Debt",2994,1376,"Passed","maintenance, capital improvement projects/equipment",1,NA
"5642","Sturgeon Bay",2005-09-13,"2150000","Issue Debt",801,483,"Passed",NA,NA,NA
"5642","Sturgeon Bay",2007-04-03,"3200000","NR - 2007",1915,838,"Passed","Educational Programming",NA,NA
"5642","Sturgeon Bay",2010-04-06,"4700000","NR - 2010",1638,946,"Passed","funding educational programming for students",NA,NA
"5642","Sturgeon Bay",2013-04-02,"3900000","NR - 2013",1094,639,"Passed","General operations",NA,NA
"5642","Sturgeon Bay",2016-04-05,"6850000","NR - 2016",2367,1323,"Passed",NA,NA,NA
"5642","Sturgeon Bay",2019-04-02,"9700000","NR - 2019",2131,1036,"Passed","Referendum in order to continue to fund educational programming for students.",NA,NA
"5642","Sturgeon Bay",2020-04-07,"16840000","Issue Debt",1885,953,"Passed","Issue debt for an addition and remodeling of Sawyer Elementary School, safety and security upgrades at the High School/District Offices, the closing of and possible removal of Sunrise Elementary, CTE area upgrades, and necessary bathrooms remodeling to become ADA compliant.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5642","Sturgeon Bay",2022-04-05,"16100000","NR - 2022",842,595,"Passed","Referendum in order to continue to fund educational programming for students.",NA,NA
"5656","Sun Prairie Area",1992-09-01,"1.1e+07","Issue Debt",3000,6000,"Failed",NA,NA,NA
"5656","Sun Prairie Area",1994-11-08,"13476000","Issue Debt",2825,3013,"Failed","M.S.-remod or new",1,NA
"5656","Sun Prairie Area",1995-01-24,"13476000","Issue Debt",1245,2338,"Failed","M.S.-remod or new",1,NA
"5656","Sun Prairie Area",1996-05-21,"20200000","Issue Debt",2548,2036,"Passed","Q1: 2 new middle schools",1,NA
"5656","Sun Prairie Area",1996-05-21,"4500000","Issue Debt",2821,1608,"Passed","Q2: HS add & renov",1,NA
